250,The Intouchables,"Biography,Comedy,Drama","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",Olivier Nakache,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",2011,112,8.6,557965,13.18,57
195,Warrior,"Action,Drama,Sport","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison",2011,140,8.2,355722,13.65,71
115,Harry Potter and the Deathly Hallows: Part 2,"Adventure,Drama,Fantasy","Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",2011,130,8.1,590595,380.96,87
93,The Help,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",Tate Taylor,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard",2011,146,8.1,342429,169.71,62
206,X: First Class,"Action,Adventure,Sci-Fi","In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon",2011,132,7.8,550011,146.41,65
224,The Girl with the Dragon Tattoo,"Crime,Drama,Mystery","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgård",2011,158,7.8,348551,102.52,71
189,Drive,"Crime,Drama",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",2011,100,7.8,461509,35.05,78
890,50/50,"Comedy,Drama,Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",2011,100,7.7,281625,34.96,72
350,Midnight in Paris,"Comedy,Fantasy,Romance","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.",Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",2011,94,7.7,320323,56.82,81
585,Moneyball,"Biography,Drama,Sport",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",2011,133,7.6,297395,75.61,87
258,Rise of the Planet of the Apes,"Action,Drama,Sci-Fi","A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",Rupert Wyatt,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval",2011,105,7.6,422290,176.74,68
980,The Skin I Live In,"Drama,Thriller","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Jan Cornet,Marisa Paredes",2011,120,7.6,108772,3.19,70
682,We Need to Talk About Kevin,"Drama,Mystery,Thriller","Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",2011,112,7.5,104953,1.74,68
736,Hugo,"Adventure,Drama,Family","In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley",2011,126,7.5,259182,73.82,83
466,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime","Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty.",Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams",2011,129,7.5,357436,186.83,48
637,Source Code,"Mystery,Romance,Sci-Fi",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",2011,93,7.5,404884,54.7,74
434,Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton",2011,132,7.4,382459,209.36,73
158,"Crazy, Stupid, Love.","Comedy,Drama,Romance","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Glenn Ficarra,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",2011,118,7.4,396714,84.24,68
833,Jane Eyre,"Drama,Romance",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,Cary Joji Fukunaga,"Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",2011,120,7.4,67464,11.23,76
542,Limitless,"Mystery,Sci-Fi,Thriller","With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",Neil Burger,"Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro",2011,105,7.4,444417,79.24,59
320,Fast Five,"Action,Crime,Thriller",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",2011,131,7.3,300803,209.81,66
952,The Descendants,"Comedy,Drama",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",2011,115,7.3,211348,82.62,84
420,Shame,Drama,A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters",2011,101,7.2,155010,4,72
690,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",2011,122,7.1,157053,24.1,85
707,The Adjustment Bureau,"Romance,Sci-Fi,Thriller",The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,George Nolfi,"Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",2011,106,7.1,208632,62.45,
498,Super 8,"Mystery,Sci-Fi,Thriller","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",J.J. Abrams,"Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney",2011,112,7.1,298913,126.98,72
893,Real Steel,"Action,Drama,Family","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo,Anthony Mackie",2011,127,7.1,264480,85.46,56
843,Melancholia,Drama,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",2011,135,7.1,137117,3.03,80
732,Paul,"Adventure,Comedy,Sci-Fi",Two British comic-book geeks traveling across the U.S. encounter an alien outside Area 51.,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",2011,104,7,201707,37.37,57
874,One Day,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",2011,107,7,113599,13.77,48
102,Thor,"Action,Adventure,Fantasy","The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston",2011,115,7,570814,181.02,57
608,Horrible Bosses,"Comedy,Crime",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",2011,98,6.9,368556,117.53,57
884,Rio,"Animation,Adventure,Comedy","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",2011,96,6.9,173919,143.62,63
196,Captain America: The First Avenger,"Action,Adventure,Sci-Fi","Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson,Hayley Atwell",2011,124,6.9,547368,176.64,66
781,Unknown,"Action,Mystery,Thriller","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,113,6.9,218679,61.09,56
421,Hanna,"Action,Drama,Thriller","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",Joe Wright,"Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps",2011,111,6.8,164208,40.25,65
887,The Tree of Life,"Drama,Fantasy","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",2011,139,6.8,143517,13.3,85
209,Bridesmaids,"Comedy,Romance","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Paul Feig,"Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews",2011,125,6.8,227912,169.08,75
46,Pirates of the Caribbean: On Stranger Tides,"Action,Adventure,Fantasy","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush",2011,136,6.7,395025,241.06,45
324,In Time,"Action,Sci-Fi,Thriller","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy,Olivia Wilde",2011,109,6.7,319025,37.55,53
869,Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",David Bowers,"Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",2011,99,6.6,20194,52.69,51
910,Contagion,"Drama,Thriller","Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.",Steven Soderbergh,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",2011,106,6.6,187004,75.64,70
727,Friends with Benefits,"Comedy,Romance","A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",Will Gluck,"Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",2011,109,6.6,286543,55.8,63
459,Just Go with It,"Comedy,Romance","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",Dennis Dugan,"Adam Sandler, Jennifer Aniston, Brooklyn Decker,Nicole Kidman",2011,117,6.4,182069,103.03,33
567,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel",2011,154,6.3,338369,352.36,42
993,Take Me Home Tonight,"Comedy,Drama,Romance","Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",2011,97,6.3,45419,6.92,
